"id,name,cuisines,avg_rating,total_ratings,cost_for_two,delivery_time,area,veg"
"603116,Barbeque Nation,""North Indian, Barbecue, Kebabs, Biryani, Street Food, Snacks"",3.7,1.0K+,₹600 for two,49,ABIDS,"
"419707,KFC,""Burgers, Fast Food, Rolls & Wraps"",4.0,3.5K+,₹400 for two,35,Kachiguda,"
"408177,Pizza Hut,Pizzas,4.5,3.6K+,₹300 for two,36,Kachiguda,"
"28768,Domino's Pizza,""Pizzas, Italian, Pastas, Desserts"",4.5,10K+,₹400 for two,25,Kachiguda,"
"237003,Burger King,""Burgers, American"",4.1,29K+,₹350 for two,49,New Malakpet,"
"10273,Scoops Ice Cream,""Ice Cream, Desserts"",4.6,26K+,₹200 for two,32,Koti,True"
"367769,Lucky Restaurant,""Biryani, Tandoor"",4.0,86K+,₹300 for two,48,Banjara Hills,"
"395346,McDonald's Gourmet Burger Collection,""Burgers, Beverages, Cafe, Desserts"",4.2,620,₹600 for two,36,Abids & Koti,"
"6994,Santosh Dhaba Exclusive,""Biryani, Chinese, Italian, Mexican, Desserts"",4.3,182K+,₹300 for two,36,ABids,True"
"4138,Grand Hotel,""Biryani, Chinese, Kebabs, Tandoor"",4.3,359K+,₹300 for two,29,Abids,"
"233052,Oven Story Pizza,""Pizzas, Pastas, Italian, Desserts, Beverages"",4.4,7.2K+,₹400 for two,22,Abids,"
"194562,McCafe by McDonald's,""Beverages, Desserts"",4.4,130,₹250 for two,35,Koti,"
"592095,Kwality Wall's Ice Cream And More,""Desserts, Ice Cream, Ice Cream Cakes"",4.7,1.1K+,₹200 for two,31,Barkatpura,True"
"647351,Louis Burger,""Burgers, American, Fast Food"",3.9,4.1K+,₹600 for two,55,KOTHAPET,"
"639526,Dum Safar Biryani,""Biryani, Hyderabadi, Kebabs, North Indian, barbeque"",3.7,625,₹500 for two,46,ABIDS,"
"142670,Shah Ghouse Hotel & Restaurant,""Biryani, Chinese, Tandoor, Mughlai"",4.3,95K+,₹350 for two,64,Banjara Hills,"
"140117,Imperial Multicuisine Restaurant,""Biryani, Chinese, Indian, Kebabs, Tandoor"",4.4,59K+,₹400 for two,43,Saroor Nagar West,"
"386307,Baskin Robbins - Ice Cream Desserts,""Desserts, Ice Cream"",4.5,1.0K+,₹250 for two,51,Kothapet & Dilsukhnagar,True"
"838833,Wow! China,""Chinese, Asian, fastfood, Beverages, Snacks"",3.8,692,₹400 for two,57,Prasad Imax,"
"16158,Royal Tiffin Centre,South Indian,4.0,85K+,₹150 for two,41,Abids & Koti,"
"1053907,Truth Bowl,""North Indian, High Protein, Biryani"",4.0,123,₹200 for two,43,Abids,"
"9848,Sri Balaji Family Dhaba - Ramkote,""Biryani, Chinese, Indian, Punjabi"",4.2,38K+,₹200 for two,34,Koti,True"
"292974,Famous Ice Cream,Ice Cream,4.4,6.4K+,₹150 for two,32,Kachiguda,True"
"703934,Sagar Papaji Ka Dhaba (Since 1985),""Punjabi, Biryani, North Indian, Chinese"",4.3,3.9K+,₹400 for two,33,Kachiguda,"
"27739,Cafe Niloufer Classic,""Bakery, Beverages, Snacks, Desserts"",4.7,150K+,₹150 for two,47,Khairatabad,"
"362219,Natural Ice Cream,""Ice Cream, Desserts"",4.6,2.4K+,₹150 for two,49,New Malakpet,True"
"837954,The Pizza Project by Oven Story,""Pizzas, Italian, Desserts, Beverages"",4.2,250,₹400 for two,48,Abids,"
"1287742,The Belgian Waffle Xpress,""Desserts, Bakery, American"",3.4,69,₹250 for two,36,Himayath Nagar,True"
"1062394,Taaza Tiffins,""South Indian, Beverages"",4.3,1.3K+,₹200 for two,30,Himayath Nagar,True"
"525618,Amogh Multicuisine Restaurant,""Biryani, Chinese, Street Food"",4.1,1.7K+,₹350 for two,34,Kachiguda,"
